Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;validaExitoso;Fecha_busqueda;Fecha_ventana;Keywords_gt
CUR-0035864;Cannabis medicinal: mediano cultivo;20/09/2021;1/07/2021;0;0;224;20;['cannabis medicinal curso cannabis', 'cannabis medicinal', 'usos del cannabis', 'cannabis cannabis medicinalcultivo de cannabis'];76666.67;Actualización Profesional;INGENIERIA;Virtual;1;30/06/2021;2/01/2021;2.07
CUR-0035875;Crianza y salud infantil: práctica para padres y cuidadores (0 a 5 años);2/10/2021;1/08/2021;1;0;248;11;['Situaciones de riesgo', 'niños pequeños', 'situaciones emocionales', 'lactancia y alimentación complementaria.'];41666.67;Bienestar - Desarrollo Personal;MEDICINA;Virtual;1;31/07/2021;2/02/2021;1.59
CUR-0036857;Negociación en tiempos de crisis;5/10/2021;1/08/2021;0;0;248;23;['Negociación', 'crisis', 'relaciones comerciales', 'relaciones laborales', 'relaciones personales'];74000;Actualización Profesional;INGENIERIA;Virtual;1;31/07/2021;2/02/2021;2.48
CUR-0036861;Escritura jurídica;19/10/2021;1/08/2021;0;0;248;20;['Escritura Jurídica', 'Derecho', 'Problemas Jurídicos', 'Texto Argumentativo'];75000;Actualización Profesional;DERECHO;Virtual;1;31/07/2021;2/02/2021;13.93
CUR-0036863;Gerencia de proyectos - un enfoque integral;20/09/2021;1/07/2021;0;0;224;20;['Gerencia de Proyectos'];73611.11;Actualización Profesional;INGENIERIA;Virtual;1;30/06/2021;2/01/2021;5.63
CUR-0036864;Historia de la Literatura en Occidente;29/09/2021;1/07/2021;1;0;224;49;['Historia', 'Literatura', 'Humanidades', 'Historia de la Literatura.'];42500;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;1;30/06/2021;2/01/2021;7.63
CUR-0036866;Modelando el futuro con “Design Thinking”;22/10/2021;1/08/2021;1;0;248;23;['Customer Journey', 'Design Thinking', 'Etnografía', 'Innovación', 'Tecnología', 'design thinkingmetodología design thinkingtransformación creativa'];73684.21;Actualización Profesional;INGENIERIA;Virtual;1;31/07/2021;2/02/2021;4.65
CUR-0036873;¿Cómo incorporar el enfoque de género en proyectos de desarrollo?;6/10/2021;1/08/2021;0;0;248;11;['¿Cómo incorporar el enfoque de género en proyectos de desarrollo?', 'desarrollo', 'innovación'];65000;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;31/07/2021;2/02/2021;11.17
CUR-0036878;Global Career Development for Innovative Minds Initiative and Cross-cultural Understanding;21/10/2021;1/08/2021;1;0;248;3;['Global Career', 'Innovative', 'Minds', 'Cross-cultural'];21875;Actualización Profesional;DIRECCION DE INTERNACIONALIZACION;Virtual;0;31/07/2021;2/02/2021;3.29
CUR-0036884;Moda circular;4/10/2021;1/08/2021;1;0;248;21;['Moda', 'Estilo', 'ModaCircular', 'Tendencias', 'Economía de la moda'];52777.78;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;0;31/07/2021;2/02/2021;1.55
CUR-0036892;Proyectos de analítica en Python;28/09/2021;1/07/2021;0;1;224;17;['Analítica', 'Python', 'Economía', 'Negocio', 'Problemas reales.'];60416.67;Actualización Profesional;ECONOMIA;Virtual;1;30/06/2021;2/01/2021;3.5
CUR-0036893;Introducción al análisis de datos en Python;28/09/2021;1/07/2021;0;0;224;17;['Datos', 'Economía', 'Analítica', 'Operaciones Matemáticas', 'Matemática'];67619.05;Actualización Profesional;ECONOMIA;Virtual;0;30/06/2021;2/01/2021;5.06
CUR-0036894;Machine Learning para Business intelligence;26/10/2021;1/08/2021;0;0;248;21;['Machine Learning', 'Business', 'Resultados', 'Python', 'Analítica', 'Economía'];66296.3;Actualización Profesional;ECONOMIA;Virtual;0;31/07/2021;2/02/2021;6.11
CUR-0036897;¿Cómo invertir en bolsa reduciendo el riesgo de pérdida?;4/11/2021;1/09/2021;0;0;283;23;['Bolsa', 'Inversiones', 'Economía', 'Riesgo de pérdida.'];60625;Actualización Profesional;ECONOMIA;Virtual;1;31/08/2021;5/03/2021;14.92
CUR-0036899;Hongos psilocibios historia  biología cultivo y uso medicinal;9/11/2021;1/09/2021;1;0;283;30;['Hongos', 'psilocibios', 'historia', 'biología', 'cultivo y uso medicinal', 'fitopatología', 'biología', 'hongos psilocibioshongos alucinógenoshongos medicinales'];85000;Actualización Profesional;INGENIERIA;Virtual;1;31/08/2021;5/03/2021;9.43
CUR-0036922;Niñez desarrollo socioemocional y mindfulness;6/09/2021;1/07/2021;0;0;224;68;['Niñez', 'desarrollo socioemocional y mindfulness'];53333.33;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;30/06/2021;2/01/2021;3.13
CUR-0036924;Descubriendo los enigmas del pasado: Arqueología para niños;23/10/2021;1/08/2021;1;0;248;68;['Arqueología', 'Ciencias Sociales', 'Niños', 'Cultura', 'Imaginación', 'Creatividad', 'Sociedades Antiguas.'];69375;Niños y Jóvenes;CIENCIAS SOCIALES;Semipresencial / Blended;1;31/07/2021;2/02/2021;7.62
CUR-0036928;Herejías medievales: De la Iglesia Primitiva a la Reforma Protestante;23/10/2021;1/08/2021;1;0;248;68;['Herejías', 'medievales', 'Iglesia Primitiva', 'Reforma Protestante', 'la iglesia en la edad media cristianismo primitivoiglesia medieval'];43333.33;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;31/07/2021;2/02/2021;3.12
CUR-0036929;Retos y herramientas para la intervención social en Colombia;11/10/2021;1/08/2021;0;1;248;68;['Sociales', 'Colombia', 'Herramientas', 'Intervención Social', 'Violencia', 'Derechos Humanos.'];48600;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/07/2021;2/02/2021;15.27
CUR-0036930;Violencias, guerra y derechos humanos en Colombia;11/10/2021;1/08/2021;0;0;248;68;['Violencia', 'Guerra', 'Derehos Humanos', 'Colombia', 'Intervención Social', 'ONGs'];54000;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;31/07/2021;2/02/2021;14.84
CUR-0036931;Estudios de moda: teoría, cultura y sociedad;16/11/2021;1/09/2021;0;0;283;21;['Estudios de moda: teoría', 'cultura y sociedad'];41781.25;Arte, Ciencias y Humanidades;ARQUITECTURA Y DISENO;Virtual;1;31/08/2021;5/03/2021;3.26
CUR-0036932;Políticas públicas, bien-estar e intervenciones social;17/11/2021;1/09/2021;1;0;283;82;['Políticas públicas', 'bienestar', 'intervenciones sociales', 'ciencias sociales'];54000;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;31/08/2021;5/03/2021;6.42
CUR-0036933;Método KonMari™: felicidad y bienestar;6/11/2021;1/09/2021;0;0;283;4;['Método KonMari™: felicidad y bienestar', 'Japón', 'cultura japonesa'];49000;Bienestar - Desarrollo Personal;DIRECCION DE INTERNACIONALIZACION;Virtual;1;31/08/2021;5/03/2021;3.74
CUR-0036934;Cómo liderar equipos de ingeniería exitosos;4/11/2021;1/09/2021;1;0;283;30;['Equipos de ingeniería', 'Ingeniería', 'Trabajo en equipo', 'innovación Teoría del liderazgo', 'Desarrollo de valores'];65666.67;Actualización Profesional;INGENIERIA;Virtual;1;31/08/2021;5/03/2021;4.35
CUR-0036935;Tax M&A fusiones adquisiciones y reorganizaciones desde la tributación;19/10/2021;1/08/2021;1;0;248;20;['Adquisiciones', 'Tributación', 'Litigio tributario', 'Régimen fiscal', 'Liquidación sociedades', 'aspectos corporativos'];63888.89;Actualización Profesional;DERECHO;Virtual;1;31/07/2021;2/02/2021;1.99
CUR-0036937;Acueductos comunitarios y sustentabilidad territorial;6/10/2021;1/08/2021;1;0;248;11;['Acueductos', 'Social', 'Acueductos comunitarios', 'Sustentabilidad', 'territorio'];40000;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;0;31/07/2021;2/02/2021;13.66
CUR-0036938;Eutanasia: Resolución 971 de 2021 y herramientas para garantizar la muerte digna;14/10/2021;1/08/2021;1;0;248;20;['Eutanasia', 'Resolución 971 de 2021', 'Herramientas para garantizar la muerte digna'];72222.22;Actualización Profesional;DERECHO;Virtual;1;31/07/2021;2/02/2021;2.51
CUR-0036940;Herramientas para formular proyectos inmobiliarios;9/11/2021;1/09/2021;0;0;283;21;['Proyectos', 'proyectos inmobiliarios', 'arquitectura', 'diseño'];55000;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;31/08/2021;5/03/2021;11.01
CUR-0036943;Habilidades clínicas en la supervisión basadas en CBT y FAP;19/10/2021;1/08/2021;0;0;248;68;['Habilidades clínicas', 'CBT', 'FAP', 'Habilidades Conceptuales', 'modelos de supervisión', 'Terapia Cognitivo Conductual', 'Psicoterapia Analítico Funcional', 'métodos conductuales', 'cognitivo-conductuales.'];54520;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;31/07/2021;2/02/2021;2.85
CUR-0036951;Aprendizaje Invertido Flipped Learning;2/11/2021;1/09/2021;1;0;283;6;['Aprendizaje', 'Flipped Learning'];40000;Actualización Profesional;EDUCACION;Virtual;1;31/08/2021;5/03/2021;11.23
CUR-0036968;Derecho de energías renovables;2/11/2021;1/09/2021;0;0;283;22;['Derecho', 'energías', 'energías renovables'];65625;Actualización Profesional;DERECHO;Virtual;0;31/08/2021;5/03/2021;17.2
CUR-0036969;Derecho Aeronáutico: Aspectos Prácticos;16/11/2021;1/09/2021;1;0;283;22;['Derecho', 'Aeronáutico', 'Aspectos Prácticos'];57142.86;Actualización Profesional;DERECHO;Virtual;1;31/08/2021;5/03/2021;15.42
CUR-0036973;Enseñemos inglés a través de literatura infantil;2/11/2021;1/09/2021;1;0;283;6;['Enseñemos inglés', 'literatura infantil', 'educación', 'Inglés', 'niños'];53125;Actualización Profesional;EDUCACION;Virtual;1;31/08/2021;5/03/2021;11.24
CUR-0036974;Fundamentos de diseño y gestión de proyectos solares fotovoltaicos;2/11/2021;1/09/2021;1;0;283;30;['Fundamentos de diseño', 'diseño', 'ingeniería', 'gestión de proyectos solares fotovoltaicos'];62187.5;Actualización Profesional;INGENIERIA;Virtual;1;31/08/2021;5/03/2021;11.03
CUR-0036975;Analítica de procesos: monitoreo y mejoramiento desde los datos;16/11/2021;1/09/2021;1;0;283;30;['modelos de analítica descriptiva', 'datos', 'proliferación de datos', 'calidad', 'costo', 'utilización de recursos.'];76666.67;Actualización Profesional;INGENIERIA;Virtual;1;31/08/2021;5/03/2021;11.44
CUR-0036978;Derecho disciplinario;8/11/2021;1/09/2021;1;0;283;22;['Derecho', 'abogado disciplinario'];72500;Actualización Profesional;DERECHO;Virtual;0;31/08/2021;5/03/2021;24.94
CUR-0036979;Derecho y migración: panorama del derecho migratorio en Colombia;4/11/2021;1/09/2021;0;0;283;22;['Derecho', 'migración', 'derecho migratorio', 'Colombia'];57500;Actualización Profesional;DERECHO;Virtual;0;31/08/2021;5/03/2021;19.75
CUR-0036980;La experiencia sociocultural de la muerte;11/11/2021;1/09/2021;0;0;283;82;['sociocultural', 'experiencia', 'muerte'];45750;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;31/08/2021;5/03/2021;20.81
CUR-0036990;Patrimonio Cultural. Narrativas comunitarias y políticas públicas;16/11/2021;1/09/2021;1;0;283;82;['Patrimonio', 'cultura', 'Narrativas comunitarias y políticas públicas'];48437.5;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;31/08/2021;5/03/2021;8.03
CUR-0037002;Derecho del fútbol internacional;8/11/2021;1/09/2021;1;0;283;22;['Derecho', 'derecho del fútbol', 'derecho internacional'];70000;Actualización Profesional;DERECHO;Virtual;1;31/08/2021;5/03/2021;17.72
CUR-0037005;Apreciacion del rock: artistas, bandas e iconos;9/11/2021;1/09/2021;1;0;283;50;['Rock', 'música', 'bandas', 'bandas de rock', 'musicos', 'cantantes', 'rockeros'];43000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;1;31/08/2021;5/03/2021;7.28
CUR-0037006;Prevención del lavado de activos: transparencia y ética empresarial;9/11/2021;1/09/2021;1;0;283;22;['Lavado de activos', 'Derecho', 'ética', 'ética empresarial', 'corrupción', 'soborno. Colombia'];63333.33;Actualización Profesional;DERECHO;Virtual;0;31/08/2021;5/03/2021;12.94
CUR-0037008;Evaluación de la calidad de la evidencia con la metodología GRADE;17/11/2021;1/09/2021;1;0;283;14;['RSL', 'ensayos clínicos', 'MA', 'evidencia', 'RSL-MA', 'enfoque GRADE', 'software GRADEpro.'];107142.86;Actualización Profesional;MEDICINA;Virtual;1;31/08/2021;5/03/2021;5.58
CUR-0037014;¿Cómo invertir en bolsa reduciendo el riesgo de pérdida?;19/11/2021;1/09/2021;0;0;283;23;['Bolsa', 'Inversiones', 'Economía', 'Riesgo de pérdida.'];60625;Actualización Profesional;ECONOMIA;Virtual;1;31/08/2021;5/03/2021;14.92
CUR-0037016;Niñez desarrollo socioemocional y mindfulness;3/11/2021;1/09/2021;0;0;283;82;['Desarrollo infantil', 'desarrollo emocional', 'socioemocional', 'mindfulness'];53333.33;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;0;31/08/2021;5/03/2021;5.27
CUR-0037026;Democracia ambiental en América Latina;15/02/2022;1/12/2021;1;0;276;16;['Democracia', 'democracia ambiental', 'América Latina'];53846.15;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;30/11/2021;4/06/2021;5.43
CUR-0037043;Matemáticas para posgrados;24/01/2022;1/11/2021;0;0;289;27;['matemáticas', 'matemáticos', 'posgrados'];44850;Actualización Profesional;ECONOMIA;Virtual;1;31/10/2021;5/05/2021;19.2
CUR-0037044;Proyectos de analítica en Python;15/02/2022;1/12/2021;0;1;276;27;['Analítica', 'Python', 'Economía', 'Negocio', 'Problemas reales.'];63500;Actualización Profesional;ECONOMIA;Virtual;1;30/11/2021;4/06/2021;4.95
CUR-0037045;Introducción al análisis de datos en Python;15/02/2022;1/12/2021;0;0;276;27;['Datos', 'Economía', 'Analítica', 'Operaciones Matemáticas', 'Matemática'];71333.33;Actualización Profesional;ECONOMIA;Virtual;1;30/11/2021;4/06/2021;7.84
CUR-0037046;Machine Learning para Business intelligence;15/03/2022;1/01/2022;0;0;226;22;['Machine Learning', 'Business', 'Resultados', 'Python', 'Analítica', 'Economía'];69962.96;Actualización Profesional;ECONOMIA;Virtual;0;31/12/2021;5/07/2021;0.56
CUR-0037047;Finanzas para el emprendimiento;24/02/2022;1/12/2021;0;0;276;27;['finanzas', 'emprendimiento', 'economía', 'emprendedores', 'finanzas básicas'];65952.38;Actualización Profesional;ECONOMIA;Virtual;1;30/11/2021;4/06/2021;6.27
CUR-0037048;Big data y machine learning en el mercado inmobiliario;8/03/2022;1/01/2022;0;0;226;22;['Big data', 'machine learning', 'inmobiliarias', 'sector inmobiliario', 'curso', 'taller', 'análisis de datos'];68600;Actualización Profesional;ECONOMIA;Virtual;1;31/12/2021;5/07/2021;14.85
CUR-0037049;Análisis de mercados de capitales para la toma de decisiones;9/03/2022;1/01/2022;1;0;226;22;['mercados capitales', 'curso', 'taller', 'análisis de datos', 'cursos de economía', 'cursos de análisis de datos'];66333.33;Actualización Profesional;ECONOMIA;Virtual;1;31/12/2021;5/07/2021;15.56
CUR-0037051;¿Cómo invertir en bolsa reduciendo el riesgo de pérdida?;26/04/2022;1/02/2022;0;0;191;18;['Bolsa', 'Inversiones', 'Economía', 'Riesgo de pérdida.'];63937.5;Actualización Profesional;ECONOMIA;Virtual;1;31/01/2022;5/08/2021;10.85
CUR-0037052;¿Cómo invertir en bolsa reduciendo el riesgo de pérdida?;23/07/2022;1/05/2022;0;0;156;15;['Bolsa', 'Inversiones', 'Economía', 'Riesgo de pérdida.'];63937.5;Actualización Profesional;ECONOMIA;Virtual;1;30/04/2022;2/11/2021;11.65
CUR-0037053;Herramientas de programación para el análisis de datos;26/04/2022;1/02/2022;0;0;191;18;['programación', 'analistas', 'analizar', 'analisis', 'bases de datos', 'mineria de datos', 'programas'];68433.33;Actualización Profesional;ECONOMIA;Virtual;1;31/01/2022;5/08/2021;6.73
CUR-0037055;Proyectos de analítica en Python;17/02/2022;1/12/2021;0;1;276;27;['Analítica', 'Python', 'Economía', 'Negocio', 'Problemas reales.'];63500;Actualización Profesional;ECONOMIA;Virtual;1;30/11/2021;4/06/2021;4.95
CUR-0037056;Introducción al análisis de datos en Python;17/02/2022;1/12/2021;0;0;276;27;['Datos', 'Economía', 'Analítica', 'Operaciones Matemáticas', 'Matemática'];71333.33;Actualización Profesional;ECONOMIA;Virtual;0;30/11/2021;4/06/2021;7.84
CUR-0037058;Machine Learning para Business intelligence;17/03/2022;1/01/2022;0;0;226;22;['Machine Learning', 'Business', 'Resultados', 'Python', 'Analítica', 'Economía'];69962.96;Actualización Profesional;ECONOMIA;Virtual;1;31/12/2021;5/07/2021;0.56
CUR-0037059;Finanzas aplicadas a proyectos de inversión;4/05/2022;1/03/2022;0;0;167;16;['finanzas', 'proyectos de inversion', 'inversion', 'invertir', 'covid 19', 'pandemia'];76500;Actualización Profesional;ECONOMIA;Virtual;0;28/02/2022;2/09/2021;6.49
CUR-0037062;Machine Learning para Business intelligence;31/05/2022;1/03/2022;0;0;167;16;['Machine Learning', 'Business', 'Resultados', 'Python', 'Analítica', 'Economía'];69962.96;Actualización Profesional;ECONOMIA;Virtual;1;28/02/2022;2/09/2021;0.61
CUR-0037064;Análisis espacial de datos y sus aplicaciones en Python;16/06/2022;1/04/2022;0;0;166;17;['economía', 'Análisis espacial de datos y sus aplicaciones en Python'];63296.3;Actualización Profesional;ECONOMIA;Virtual;1;31/03/2022;3/10/2021;5.6
CUR-0037065;Herramientas financieras para el éxito empresarial;21/06/2022;1/04/2022;0;0;166;17;['empresarios', 'éxito empresarial', 'empresas', 'finanzas', 'exito', 'inversión', 'inversion'];71333.33;Actualización Profesional;ECONOMIA;Virtual;1;31/03/2022;3/10/2021;13.5
CUR-0037066;Finanzas cuantitativas en R;21/06/2022;1/04/2022;0;1;166;17;['Finanzas cuantitativas en R', 'economía'];59594.2;Actualización Profesional;ECONOMIA;Virtual;0;31/03/2022;3/10/2021;5.6
CUR-0037067;Introducción al análisis de datos en R;21/06/2022;1/04/2022;0;0;166;17;['Introducción al análisis de datos en R', 'economía'];67857.14;Actualización Profesional;ECONOMIA;Virtual;1;31/03/2022;3/10/2021;5.6
CUR-0037068;Análisis de series de tiempo financieras;14/07/2022;1/05/2022;0;0;156;15;['Análisis de series de tiempo financieras', 'economía'];65500;Actualización Profesional;ECONOMIA;Virtual;0;30/04/2022;2/11/2021;5.56
CUR-0037069;Introducción al trading algorítmico;16/08/2022;1/06/2022;0;0;158;16;['Introducción al trading algorítmico', 'economía'];65500;Actualización Profesional;ECONOMIA;Virtual;1;31/05/2022;3/12/2021;9.28
CUR-0037070;Herramientas económicas para la evaluación de políticas públicas;5/07/2022;1/05/2022;1;0;156;15;['curso política colombiana', 'política colombia', 'herramientas para la evaluación de políticas', 'formulación y evaluación de políticas públicas'];66350;Actualización Profesional;ECONOMIA;Virtual;1;30/04/2022;2/11/2021;1.64
CUR-0037072;Gerencia de proyectos: herramienta para la transición energética;5/04/2022;1/02/2022;0;0;191;22;['Energía', 'Gerencia de proyectos', 'transición energética.'];66333.33;Actualización Profesional;INGENIERIA;Virtual;1;31/01/2022;5/08/2021;8.11
CUR-0037073;Salud del sueño: bienestar y nuevas tecnologías;19/04/2022;1/02/2022;1;0;191;22;['Tecnologías', 'salud', 'salud del sueño', 'bienestar.'];60000;Actualización Profesional;INGENIERIA;Virtual;0;31/01/2022;5/08/2021;12.32
CUR-0037088;Medición  gestión y evaluación de proyectos de innovación;22/02/2022;1/12/2021;0;0;276;15;['Proyectos', 'innovación', 'medición de estrategias', 'arquitectura', 'medicion de resultados de un proyecto'];54095.24;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;30/11/2021;4/06/2021;5.66
CUR-0037095;Herramientas para formular proyectos inmobiliarios;8/02/2022;1/12/2021;0;0;276;15;['Proyectos', 'proyectos inmobiliarios', 'arquitectura', 'diseño'];58043.75;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;30/11/2021;4/06/2021;11.98
CUR-0037096;Cross-Marketing e innovación digital;26/04/2022;1/02/2022;0;0;191;6;['cross marketing', 'innovacion digital', 'Marketing', 'curso', 'taller', 'marketing digital', 'innovación'];42212.5;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;31/01/2022;5/08/2021;12.94
CUR-0037098;¡Este edificio está vivo!;11/07/2022;1/05/2022;0;0;156;9;['arquitectura', 'cursos de urbanismo', 'cursos de arquitectura para niños'];61630;Niños y Jóvenes;ARQUITECTURA Y DISENO;Virtual;0;30/04/2022;2/11/2021;4.99
CUR-0037100;Planificación con enfoque territorial;28/01/2022;1/11/2021;1;0;289;17;['Macrocredencial', 'curso', 'taller', 'territorio', 'planificación territorial', 'planificación', 'enfoque territorial', 'desarrollo territorial', 'ordenamiento territorial'];20052.08;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;0;31/10/2021;5/05/2021;17.14
CUR-0037102;Alternativas innovadoras de solución  a los retos del ordenamiento territorial rural;28/01/2022;1/11/2021;1;0;289;17;['Microcredencial', 'curso', 'taller', 'territorio', 'planificación territorial', 'planificación', 'enfoque territorial', 'desarrollo territorial', 'ordenamiento territorial'];20052.08;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;0;31/10/2021;5/05/2021;17.14
CUR-0037107;El Budismo y la cultura Japonesa;22/02/2022;1/12/2021;1;0;276;3;['curso', 'taller', 'cultura japonesa', 'budismo', 'historia budismo', 'historia', 'Japón'];46166.67;Arte, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Virtual;1;30/11/2021;4/06/2021;16.34
CUR-0037643;Configuración y predimensionamiento estructural en arquitectura;8/02/2022;1/12/2021;1;0;276;15;['Arquitectura', 'pre dimensionamiento', 'estructura', 'arquitectos', 'diseño arquitectónico'];60950;Actualización Profesional;ARQUITECTURA Y DISENO;Semipresencial / Blended;0;30/11/2021;4/06/2021;5.01
CUR-0037657;Niñez desarrollo socioemocional y mindfulness;17/02/2022;1/12/2021;0;0;276;86;['Niñez', 'desarrollo niños', 'desarrollo socioemocional', 'mindfulness'];56333.33;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;30/11/2021;4/06/2021;7.67
CUR-0037659;Fundraising: Estrategias para obtener financiación para iniciativas sociales y ambientales;8/03/2022;1/01/2022;0;0;226;13;['Fundraising', 'iniciativas sociales y ambientales'];63316.67;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;31/12/2021;5/07/2021;3.56
CUR-0037662;Gestión y desarrollo de competencias;24/02/2022;1/12/2021;0;1;276;86;['Liderazgo', 'habilidades gerenciales', 'desarollo de competencias', 'ciencias sociales'];52259.26;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;30/11/2021;4/06/2021;6.23
CUR-0037680;Herramientas de inteligencia emocional y autocuidado;16/02/2022;1/12/2021;0;1;276;86;['Inteligencia emocional', 'psicología', 'conocimiento', 'autoconocimiento y autocuidado'];52843.75;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;30/11/2021;4/06/2021;5.59
CUR-0037681;Habilidades personales;24/02/2022;1/12/2021;0;0;276;86;['Habilidades personales', 'ciencias sociales', 'liderazgo', 'gerencia', 'habilidades profesionales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;30/11/2021;4/06/2021;9.39
CUR-0037682;Manejo creativo de las emociones;16/02/2022;1/12/2021;0;0;276;86;['Inteligencia emocional', 'manejo de emociones', 'emociones', 'ser humano'];58750;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;0;30/11/2021;4/06/2021;7.46
CUR-0037683;Autocuidado en las dimensiones del ser humano;23/03/2022;1/01/2022;0;0;226;69;['Inteligencia emocional', 'autocuidado', 'ser humano', 'emociones.'];58750;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;0;31/12/2021;5/07/2021;5.5
CUR-0037684;Habilidades interpersonales;7/04/2022;1/02/2022;0;0;191;58;['Liderazgo', 'habilidades gerenciales', 'habilidades personales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/01/2022;5/08/2021;7.72
CUR-0037685;Manejo creativo de la ansiedad;4/05/2022;1/03/2022;0;0;167;54;['Manejo creativo de la ansiedad', 'Inteligencia emocional'];58750;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;0;28/02/2022;2/09/2021;2.33
CUR-0037686;Abordajes de la pérdida y el duelo;8/06/2022;1/04/2022;0;0;166;47;['Abordajes de la pérdida y el duelo', 'emocional', 'duelo emocional'];58750;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;0;31/03/2022;3/10/2021;4.83
CUR-0037687;Habilidades sistémicas;2/06/2022;1/04/2022;0;0;166;47;['Liderazgo', 'habilidades sistémicas y habilidades gerenciales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/03/2022;3/10/2021;5.46
CUR-0037688;Módulo 1: El poder del autoconocimiento;24/02/2022;1/12/2021;0;0;276;86;['Ciencias sociales', 'Psicología', 'autoconocimiento', 'habilidades personales.'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;30/11/2021;4/06/2021;6.33
CUR-0037689;Módulo 2: Gestión efectiva del estrés;10/03/2022;1/01/2022;0;0;226;69;['Gestión', 'estrés', 'habilidades personales.'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/12/2021;5/07/2021;7.38
CUR-0037695;Módulo 4: Construir relaciones;7/04/2022;1/02/2022;0;0;191;58;['Liderazgo', 'habilidades personales y habilidades gerenciales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/01/2022;5/08/2021;4.92
CUR-0037696;Módulo 7: Entrevistas de retroalimentación;19/05/2022;1/03/2022;0;0;167;54;['Liderazgo', 'habilidades interpersonales y habilidades gerenciales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;28/02/2022;2/09/2021;4.87
CUR-0037697;Módulo 3: Administración del tiempo;24/03/2022;1/01/2022;0;0;226;69;['Liderazgo', 'habilidades gerenciales', 'habilidades personales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/12/2021;5/07/2021;7.33
CUR-0037699;Módulo 5: Poder e influencia;21/04/2022;1/02/2022;0;0;191;58;['Poder', 'influencia', 'habilidades interpersonales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/01/2022;5/08/2021;6.97
CUR-0037700;Módulo 6: Habilidades para comunicación con alto impacto;5/05/2022;1/03/2022;0;0;167;54;['Liderazgo', 'habilidades interpersonales', 'comunicación y habilidades gerenciales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;28/02/2022;2/09/2021;5.41
CUR-0037701;Perspectiva de la Medicina Funcional en el abordaje clínico;23/02/2022;1/12/2021;0;0;276;9;['Medicina', 'abordaje clínico', 'medicina funcional'];51666.67;Actualización Profesional;MEDICINA;Virtual;1;30/11/2021;4/06/2021;8.29
CUR-0037702;Módulo 8: Empoderamiento y delegación;2/06/2022;1/04/2022;0;0;166;47;['Liderazgo', 'empoderamiento', 'delegación  y habilidades gerenciales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/03/2022;3/10/2021;5.84
