Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;Estado;Valor_Tarifa;Departamento;Estado;Punto_equilibrio;Meta;Cupomaximo;Inscritos;Cantidadinscritostotales;validaExitoso
CUR-0036943;Habilidades clínicas en la supervisión basadas en CBT y FAP;19/10/2021;1/08/2021;No;No;248;68;Habilidades clínicas, CBT, FAP,, Habilidades Conceptuales, modelos de supervisión, Terapia Cognitivo Conductual, Psicoterapia Analítico Funcional, métodos conductuales, cognitivo-conductuales.;54520.00;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;1090400.00;Psicología;Finalizado;12;15;20;13;13;1
CUR-0036951;Aprendizaje Invertido Flipped Learning;2/11/2021;1/09/2021;Si;No;283;6;Aprendizaje, Flipped Learning,;40000.00;Actualización Profesional;EDUCACION;Virtual;Finalizado;1600000.00;Educación;Finalizado;11;20;22;15;15;1
CUR-0036968;Derecho de energías renovables;2/11/2021;1/09/2021;No;No;283;22;Derecho, energías,  energías renovables;65625.00;Actualización Profesional;DERECHO;Virtual;Finalizado;2100000.00;Derecho;Finalizado;11;20;22;9;9;0
CUR-0036969;Derecho Aeronáutico: Aspectos Prácticos;16/11/2021;1/09/2021;Si;No;283;22;Derecho,  Aeronáutico, Aspectos Prácticos;57142.86;Actualización Profesional;DERECHO;Virtual;Finalizado;1600000.00;Derecho;Finalizado;12;20;22;15;15;1
CUR-0036973;Enseñemos inglés a través de literatura infantil;2/11/2021;1/09/2021;Si;No;283;6;Enseñemos inglés, literatura infantil, educación, Inglés, niños;53125.00;Actualización Profesional;EDUCACION;Virtual;Finalizado;850000.00;Educación;Finalizado;12;20;22;15;15;1
CUR-0036974;Fundamentos de diseño y gestión de proyectos solares fotovoltaicos;2/11/2021;1/09/2021;Si;No;283;30;Fundamentos de diseño, diseño, ingeniería, gestión de proyectos solares fotovoltaicos;62187.50;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1990000.00;Ingeniería Eléctrica y Electrónica;Finalizado;8;15;40;36;36;1
CUR-0036975;Analítica de procesos: monitoreo y mejoramiento desde los datos;16/11/2021;1/09/2021;Si;No;283;30;modelos de analítica descriptiva, datos, proliferación de datos, calidad, costo, utilización de recursos.;76666.67;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1380000.00;Ingeniería de Sistemas y Computación;Finalizado;12;25;30;18;18;1
CUR-0036978;Derecho disciplinario;8/11/2021;1/09/2021;Si;No;283;22;Derecho, abogado disciplinario;72500.00;Actualización Profesional;DERECHO;Virtual;Finalizado;1450000.00;Derecho;Finalizado;12;20;22;8;8;0
CUR-0036979;Derecho y migración: panorama del derecho migratorio en Colombia;4/11/2021;1/09/2021;No;No;283;22;Derecho, migración, derecho migratorio, Colombia;57500.00;Actualización Profesional;DERECHO;Virtual;Finalizado;2300000.00;Derecho;Finalizado;12;20;22;10;10;0
CUR-0036980;La experiencia sociocultural de la muerte;11/11/2021;1/09/2021;No;No;283;82;sociocultural, experiencia, muerte;45750.00;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;Finalizado;915000.00;Antropología;Finalizado;12;15;20;7;7;0
CUR-0036990;Patrimonio Cultural. Narrativas comunitarias y políticas públicas;16/11/2021;1/09/2021;Si;No;283;82;Patrimonio, cultura, Narrativas comunitarias y políticas públicas;48437.50;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;Finalizado;775000.00;Antropología;Finalizado;8;15;20;6;6;0
CUR-0037002;Derecho del fútbol internacional;8/11/2021;1/09/2021;Si;No;283;22;Derecho, derecho del fútbol, derecho internacional;70000.00;Actualización Profesional;DERECHO;Virtual;Finalizado;1400000.00;Derecho;Finalizado;12;20;22;16;16;1
CUR-0037005;Apreciacion del rock: artistas, bandas e iconos;9/11/2021;1/09/2021;Si;No;283;50;Rock, música, bandas, bandas de rock, musicos, cantantes, rockeros;43000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;430000.00;Música;Finalizado;13;20;22;15;15;1
CUR-0037006;Prevención del lavado de activos: transparencia y ética empresarial;9/11/2021;1/09/2021;Si;No;283;22;Lavado de activos, Derecho, ética, ética empresarial, corrupción, soborno. Colombia,;63333.33;Actualización Profesional;DERECHO;Virtual;Finalizado;1900000.00;Derecho;Finalizado;12;20;22;9;9;0
CUR-0037008;Evaluación de la calidad de la evidencia con la metodología GRADE;17/11/2021;1/09/2021;Si;No;283;14;RSL, ensayos clínicos, MA, evidencia, RSL-MA, enfoque GRADE, software GRADEpro.;107142.86;Actualización Profesional;MEDICINA;Virtual;Finalizado;1500000.00;Medicina;Finalizado;7;15;19;18;18;1
CUR-0037014;¿Cómo invertir en bolsa reduciendo el riesgo de pérdida?;19/11/2021;1/09/2021;No;No;283;23;Bolsa, Inversiones, Economía, Riesgo de pérdida.;60625.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;970000.00;Economía;Finalizado;11;15;30;30;30;1
CUR-0037016;Niñez desarrollo socioemocional y mindfulness;3/11/2021;1/09/2021;No;No;283;82;Desarrollo infantil, desarrollo emocional, socioemocional, mindfulness;53333.33;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;480000.00;Psicología;Finalizado;13;15;20;12;12;0
CUR-0037026;Democracia ambiental en América Latina;15/02/2022;1/12/2021;Si;No;276;16;Democracia, democracia ambiental, América Latina;53846.15;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;Finalizado;1400000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;50;50;58;58;58;1
CUR-0037043;Matemáticas para posgrados;24/01/2022;1/11/2021;No;No;289;27;matemáticas, matemáticos, posgrados;44850.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1345500.00;Economía;Finalizado;14;15;30;17;17;1
CUR-0037044;Proyectos de analítica en Python;15/02/2022;1/12/2021;No;Si;276;27;Analítica, Python, Economía, Negocio, Problemas reales.;63500.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;3048000.00;Economía;Finalizado;11;15;25;11;11;1
CUR-0037045;Introducción al análisis de datos en Python;15/02/2022;1/12/2021;No;No;276;27;Datos, Economía, Analítica, Operaciones Matemáticas, Matemática;71333.33;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1498000.00;Economía;Finalizado;11;15;25;13;24;1
CUR-0037046;Machine Learning para Business intelligence;15/03/2022;1/01/2022;No;No;226;22;Machine Learning, Business, Resultados, Python, Analítica, Economía;69962.96;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1889000.00;Economía;Finalizado;10;15;25;7;18;0
CUR-0037047;Finanzas para el emprendimiento;24/02/2022;1/12/2021;No;No;276;27;finanzas, emprendimiento, economía, emprendedores, finanzas básicas;65952.38;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1385000.00;Economía;Finalizado;10;15;30;17;17;1
CUR-0037048;Big data y machine learning en el mercado inmobiliario;8/03/2022;1/01/2022;No;No;226;22;Big data, machine learning, inmobiliarias, sector inmobiliario, curso, taller, análisis de datos;68600.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1372000.00;Economía;Finalizado;12;15;27;27;27;1
CUR-0037049;Análisis de mercados de capitales para la toma de decisiones;9/03/2022;1/01/2022;Si;No;226;22;mercados capitales, curso, taller, análisis de datos, cursos de economía, cursos de análisis de datos;66333.33;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1393000.00;Economía;Finalizado;9;15;25;11;11;1
CUR-0037051;¿Cómo invertir en bolsa reduciendo el riesgo de pérdida?;26/04/2022;1/02/2022;No;No;191;18;Bolsa, Inversiones, Economía, Riesgo de pérdida.;63937.50;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1023000.00;Economía;Finalizado;10;15;30;29;29;1
CUR-0037052;¿Cómo invertir en bolsa reduciendo el riesgo de pérdida?;23/07/2022;1/05/2022;No;No;156;15;Bolsa, Inversiones, Economía, Riesgo de pérdida.;63937.50;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1023000.00;Economía;Finalizado;10;15;30;30;30;1
CUR-0037053;Herramientas de programación para el análisis de datos;26/04/2022;1/02/2022;No;No;191;18;programación, analistas, analizar, analisis, bases de datos, mineria de datos, programas;68433.33;Actualización Profesional;ECONOMIA;Virtual;Finalizado;2053000.00;Economía;Finalizado;10;15;25;10;10;1
CUR-0037055;Proyectos de analítica en Python;17/02/2022;1/12/2021;No;Si;276;27;Analítica, Python, Economía, Negocio, Problemas reales.;63500.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;3048000.00;Economía;Finalizado;11;15;25;14;14;1
CUR-0037056;Introducción al análisis de datos en Python;17/02/2022;1/12/2021;No;No;276;27;Datos, Economía, Analítica, Operaciones Matemáticas, Matemática;71333.33;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1498000.00;Economía;Finalizado;11;15;25;7;21;0
CUR-0037058;Machine Learning para Business intelligence;17/03/2022;1/01/2022;No;No;226;22;Machine Learning, Business, Resultados, Python, Analítica, Economía;69962.96;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1889000.00;Economía;Finalizado;10;15;25;11;25;1
CUR-0037059;Finanzas aplicadas a proyectos de inversión;4/05/2022;1/03/2022;No;No;167;16;finanzas, proyectos de inversion, inversion, invertir, covid 19, pandemia;76500.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1530000.00;Economía;Finalizado;12;15;25;10;10;0
CUR-0037062;Machine Learning para Business intelligence;31/05/2022;1/03/2022;No;No;167;16;Machine Learning, Business, Resultados, Python, Analítica, Economía;69962.96;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1889000.00;Economía;Finalizado;10;15;25;18;18;1
CUR-0037064;Análisis espacial de datos y sus aplicaciones en Python;16/06/2022;1/04/2022;No;No;166;17;economía, Análisis espacial de datos y sus aplicaciones en Python;63296.30;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1709000.00;Economía;Finalizado;11;15;27;23;23;1
CUR-0037065;Herramientas financieras para el éxito empresarial;21/06/2022;1/04/2022;No;No;166;17;empresarios, éxito empresarial, empresas, finanzas, exito, inversión, inversion;71333.33;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1498000.00;Economía;Finalizado;9;15;25;9;9;1
CUR-0037066;Finanzas cuantitativas en R;21/06/2022;1/04/2022;No;Si;166;17;Finanzas cuantitativas en R, economía;59594.20;Actualización Profesional;ECONOMIA;Virtual;Finalizado;4112000.00;Economía;Finalizado;12;15;25;11;11;0
CUR-0037067;Introducción al análisis de datos en R;21/06/2022;1/04/2022;No;No;166;17;Introducción al análisis de datos en R, economía;67857.14;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1425000.00;Economía;Finalizado;11;15;25;14;25;1
CUR-0037068;Análisis de series de tiempo financieras;14/07/2022;1/05/2022;No;No;156;15;Análisis de series de tiempo financieras, economía;65500.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1572000.00;Economía;Finalizado;11;15;25;9;20;0
CUR-0037069;Introducción al trading algorítmico;16/08/2022;1/06/2022;No;No;158;16;Introducción al trading algorítmico, economía;65500.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1572000.00;Economía;Finalizado;11;15;25;11;22;1
CUR-0037070;Herramientas económicas para la evaluación de políticas públicas;5/07/2022;1/05/2022;Si;No;156;15;curso política colombiana, política colombia, herramientas para la evaluación de políticas, formulación y evaluación de políticas públicas;66350.00;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1327000.00;Economía;Finalizado;8;15;25;11;11;1
CUR-0037072;Gerencia de proyectos: herramienta para la transición energética;5/04/2022;1/02/2022;No;No;191;22;Energía, Gerencia de proyectos, transición energética.;66333.33;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1990000.00;Ingeniería;Finalizado;9;20;25;9;9;1
CUR-0037073;Salud del sueño: bienestar y nuevas tecnologías;19/04/2022;1/02/2022;Si;No;191;22;Tecnologías, salud, salud del sueño, bienestar.;60000.00;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1200000.00;Ingeniería Biomédica;Finalizado;12;20;25;11;11;0
CUR-0037088;Medición  gestión y evaluación de proyectos de innovación;22/02/2022;1/12/2021;No;No;276;15;Proyectos, innovación, medición de estrategias, arquitectura, medicion de resultados de un proyecto;54095.24;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;Finalizado;1136000.00;Diseño;Finalizado;12;15;20;16;16;1
CUR-0037095;Herramientas para formular proyectos inmobiliarios;8/02/2022;1/12/2021;No;No;276;15;Proyectos, proyectos inmobiliarios, arquitectura, diseño;58043.75;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;Finalizado;928700.00;Arquitectura;Finalizado;7;15;26;26;26;1
CUR-0037096;Cross-Marketing e innovación digital;26/04/2022;1/02/2022;No;No;191;6;cross marketing, innovacion digital, Marketing, curso, taller, marketing digital, innovación,;42212.50;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;Finalizado;1350800.00;Diseño;Finalizado;7;15;30;28;28;1
CUR-0037098;¡Este edificio está vivo!;11/07/2022;1/05/2022;No;No;156;9;arquitectura, cursos de urbanismo, cursos de arquitectura para niños;61630.00;Niños y Jóvenes;ARQUITECTURA Y DISENO;Virtual;Finalizado;616300.00;Arquitectura;Finalizado;8;15;15;5;5;0
CUR-0037100;Planificación con enfoque territorial;28/01/2022;1/11/2021;Si;No;289;17;Macrocredencial, curso, taller, territorio, planificación territorial, planificación, enfoque territorial, desarrollo territorial, ordenamiento territorial;20052.08;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;Finalizado;7700000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;NULL;15;20;0;0;0
CUR-0037102;Alternativas innovadoras de solución  a los retos del ordenamiento territorial rural;28/01/2022;1/11/2021;Si;No;289;17;Microcredencial, curso, taller, territorio, planificación territorial, planificación, enfoque territorial, desarrollo territorial, ordenamiento territorial;20052.08;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;Finalizado;3850000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;NULL;15;20;1;1;0
CUR-0037107;El Budismo y la cultura Japonesa;22/02/2022;1/12/2021;Si;No;276;3;curso, taller, cultura japonesa, budismo, historia budismo, historia, Japón;46166.67;Arte, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Virtual;Finalizado;831000.00;Centro del Japón;Finalizado;5;15;20;15;15;1
CUR-0037643;Configuración y predimensionamiento estructural en arquitectura;8/02/2022;1/12/2021;Si;No;276;15;Arquitectura, pre dimensionamiento, estructura, arquitectos, diseño arquitectónico;60950.00;Actualización Profesional;ARQUITECTURA Y DISENO;Semipresencial / Blended;Finalizado;1219000.00;Arquitectura;Finalizado;12;15;20;9;9;0
CUR-0037657;Niñez desarrollo socioemocional y mindfulness;17/02/2022;1/12/2021;No;No;276;86;Niñez, desarrollo niños, desarrollo socioemocional, mindfulness;56333.33;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;507000.00;Psicología;Finalizado;8;15;22;21;21;1
CUR-0037659;Fundraising: Estrategias para obtener financiación para iniciativas sociales y ambientales;8/03/2022;1/01/2022;No;No;226;13;Fundraising, iniciativas sociales y ambientales;63316.67;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;Finalizado;1519600.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;9;15;31;31;31;1
CUR-0037662;Gestión y desarrollo de competencias;24/02/2022;1/12/2021;No;Si;276;86;Liderazgo, habilidades gerenciales, desarollo de competencias,ciencias sociales;52259.26;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;2822000.00;Psicología;Finalizado;13;15;24;22;22;1
CUR-0037680;Herramientas de inteligencia emocional y autocuidado;16/02/2022;1/12/2021;No;Si;276;86;Inteligencia emocional, psicología, conocimiento, autoconocimiento y autocuidado;52843.75;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;1691000.00;Psicología;Finalizado;11;15;20;13;13;1
CUR-0037681;Habilidades personales;24/02/2022;1/12/2021;No;No;276;86;Habilidades personales, ciencias sociales, liderazgo, gerencia, habilidades profesionales,;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;1034700.00;Psicología;Finalizado;14;15;20;1;23;0
CUR-0037682;Manejo creativo de las emociones;16/02/2022;1/12/2021;No;No;276;86;Inteligencia emocional, manejo de emociones, emociones, ser humano;58750.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;470000.00;Psicología;Finalizado;13;15;25;3;16;0
CUR-0037683;Autocuidado en las dimensiones del ser humano;23/03/2022;1/01/2022;No;No;226;69;Inteligencia emocional, autocuidado, ser humano, emociones.;58750.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;470000.00;Psicología;Finalizado;13;15;20;6;19;0
CUR-0037684;Habilidades interpersonales;7/04/2022;1/02/2022;No;No;191;58;Liderazgo,  habilidades gerenciales, habilidades personales;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;1379600.00;Psicología;Finalizado;14;15;26;2;24;0
CUR-0037685;Manejo creativo de la ansiedad;4/05/2022;1/03/2022;No;No;167;54;Manejo creativo de la ansiedad, Inteligencia emocional;58750.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;470000.00;Psicología;Finalizado;13;15;20;8;21;0
CUR-0037686;Abordajes de la pérdida y el duelo;8/06/2022;1/04/2022;No;No;166;47;Abordajes de la pérdida y el duelo, emocional, duelo emocional;58750.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;470000.00;Psicología;Finalizado;13;15;25;12;25;0
CUR-0037687;Habilidades sistémicas;2/06/2022;1/04/2022;No;No;166;47;Liderazgo, habilidades sistémicas y habilidades gerenciales;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;689800.00;Psicología;Finalizado;14;15;20;NULL;22;0
CUR-0037688;Módulo 1: El poder del autoconocimiento;24/02/2022;1/12/2021;No;No;276;86;Ciencias sociales, Psicología, autoconocimiento, habilidades personales.;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;23;0
CUR-0037689;Módulo 2: Gestión efectiva del estrés;10/03/2022;1/01/2022;No;No;226;69;Gestión, estrés, habilidades personales.;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;23;0
CUR-0037695;Módulo 4: Construir relaciones;7/04/2022;1/02/2022;No;No;191;58;Liderazgo, habilidades personales y habilidades gerenciales;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;24;0
CUR-0037696;Módulo 7: Entrevistas de retroalimentación;19/05/2022;1/03/2022;No;No;167;54;Liderazgo, habilidades interpersonales y habilidades gerenciales;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;24;0
CUR-0037697;Módulo 3: Administración del tiempo;24/03/2022;1/01/2022;No;No;226;69;Liderazgo, habilidades gerenciales, habilidades personales,;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;23;0
CUR-0037699;Módulo 5: Poder e influencia;21/04/2022;1/02/2022;No;No;191;58;Poder, influencia, habilidades interpersonales;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;24;0
CUR-0037700;Módulo 6: Habilidades para comunicación con alto impacto;5/05/2022;1/03/2022;No;No;167;54;Liderazgo, habilidades interpersonales, comunicación y habilidades gerenciales;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;24;0
CUR-0037701;Perspectiva de la Medicina Funcional en el abordaje clínico;23/02/2022;1/12/2021;No;No;276;9;Medicina, abordaje clínico, medicina funcional;51666.67;Actualización Profesional;MEDICINA;Virtual;Finalizado;1550000.00;Medicina;Finalizado;9;20;31;31;31;1
CUR-0037702;Módulo 8: Empoderamiento y delegación;2/06/2022;1/04/2022;No;No;166;47;Liderazgo, empoderamiento, delegación  y habilidades gerenciales;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;22;0
CUR-0037703;Módulo 9: ¿Cómo ser un buen miembro de equipo?;16/06/2022;1/04/2022;No;No;166;47;Liderazgo, trabajo en equipo, líder y habilidades gerenciales;57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;344900.00;Psicología;Finalizado;14;15;20;NULL;22;0
CUR-0037792;Negociación en tiempos de crisis;15/03/2022;1/01/2022;No;No;226;26;Negociación, crisis, relaciones comerciales, relaciones laborales, relaciones personales;74000.00;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1184000.00;Ingeniería;Finalizado;13;20;30;13;13;1
CUR-0037793;Perfección cervecera y emprendimiento;23/02/2022;1/12/2021;No;No;276;30;cerveza, cerveceria, proyectos cerveceros, emprendimiento,Perfección cervecera;93333.33;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1120000.00;Ingeniería Química y de Alimentos;Finalizado;10;20;30;17;17;1
CUR-0037794;Niñez desarrollo socioemocional y mindfulness;24/03/2022;1/01/2022;No;No;226;69;Niñez, desarrollo niños, desarrollo socioemocional, mindfulness;56333.33;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;507000.00;Psicología;Finalizado;8;15;18;9;9;1
CUR-0037798;Derechos Humanos Derecho Internacional Humanitario y construcción de paz en Colombia;3/03/2022;1/01/2022;Si;No;226;21;derechos, derechos humanos, derecho internacional, paz, contruccion de paz, derecho internacional humanitario, negociaciones de paz;63791.67;Actualización Profesional;DERECHO;Virtual;Finalizado;1531000.00;Derecho;Finalizado;12;20;25;8;8;0
CUR-0037800;Legal de M&A y transacciones corporativas;14/03/2022;1/01/2022;No;No;226;21;Transacciones corporativas, Derecho, M&A, Legal, Banca de inversión;68600.00;Actualización Profesional;DERECHO;Virtual;Finalizado;4116000.00;Derecho;Finalizado;11;20;36;36;36;1
CUR-0037801;Derecho y migración: panorama del derecho migratorio en Colombia;24/02/2022;1/12/2021;No;No;276;23;Derecho, migración, derecho migratorio, Colombia;60700.00;Actualización Profesional;DERECHO;Virtual;Finalizado;2428000.00;Derecho;Finalizado;13;20;22;7;7;0
CUR-0037803;Programa Profesionales® Régimen de Insolvencia;14/02/2022;1/12/2021;No;No;276;23;Derecho, Régimen, Insolvencia;58518.18;Actualización Profesional;DERECHO;Virtual;Finalizado;6437000.00;Derecho;Finalizado;12;20;30;7;7;0
CUR-0037805;Usos medicinales del cannabis;28/03/2022;1/01/2022;No;No;226;26;Usos medicinales, cannabis, cannabis para la salud.;76666.67;Actualización Profesional;INGENIERIA;Virtual;Finalizado;920000.00;Ingeniería Química y de Alimentos;Finalizado;9;25;30;14;14;1
CUR-0037807;Lean Six Sigma Black Belt;9/08/2022;1/06/2022;No;No;158;20;ingeniería, Lean Six Sigma Black Belt;80000.00;Actualización Profesional;INGENIERIA;Virtual;Finalizado;7200000.00;Ingeniería Industrial;Finalizado;12;16;16;9;9;0
CUR-0037809;Imperios en la historia de la humanidad;19/03/2022;1/01/2022;Si;No;226;69;imperios de la humanidad, cursos de historia, historia del arte, licenciatura historia;41250.00;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;Finalizado;990000.00;Historia y Geografía;Finalizado;13;15;30;8;8;0
CUR-0037810;Inversión de Impacto: Contexto Latinoamericano;22/03/2022;1/01/2022;Si;No;226;0;Inversiones, Inversión, Latinoamérica;78125.00;Actualización Profesional;VICERRECTORIA DE INVESTIGACION Y CREACION;Virtual;Finalizado;2500000.00;Vicerrectoría de Investigación y Creación;Finalizado;21;25;31;60;60;1
CUR-0037812;Retos y herramientas para la intervención social en Colombia;1/03/2022;1/01/2022;No;Si;226;69;intervención social, programas sociales, sostenibilidad, colombia;50892.86;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;2850000.00;Psicología;Finalizado;11;15;20;9;9;0
CUR-0037813;Violencia  guerra y derechos humanos en Colombia;1/03/2022;1/01/2022;Si;No;226;69;violencia, conflicto armado, guerra, derechos humanos, sociales,;55982.14;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;783750.00;Psicología;Finalizado;13;15;20;7;16;0
CUR-0037814;Políticas públicas, bien-estar e intervenciones sociales;5/04/2022;1/02/2022;No;No;191;58;politicas publicas, intervencion social, sotenibilidad, conflicto interno, corrupcion;55982.14;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;783750.00;Psicología;Finalizado;13;15;26;17;26;1
CUR-0037815;Ruralidad en Colombia: retos para la intervención social;10/05/2022;1/03/2022;No;No;167;54;ruralidad, social, intervención, politicas publicas. sostenibilidad;55982.14;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;783750.00;Psicología;Finalizado;13;15;20;4;13;0
CUR-0037816;Intervenciones terapéuticas en escenarios sociales;9/06/2022;1/04/2022;No;No;166;47;social, escenarios sociales, sostenibilidad, colombia, comunidades vulnerables,;55982.14;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;783750.00;Psicología;Finalizado;13;15;30;16;25;1
CUR-0037818;Nutrición y emoción;17/03/2022;1/01/2022;No;Si;226;69;nutrición, nutricion, emociones, psicologia, nutrición y emoción, alimentación saludable, vida saludable;50000.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;1200000.00;Psicología;Finalizado;12;15;25;14;14;1
CUR-0037819;Nutrición: un mundo por descubrir;17/03/2022;1/01/2022;No;No;226;69;nutrición, vitaminas, proteinas, carbohidratos, alimentación, alimentacion;53750.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;430000.00;Psicología;Finalizado;14;15;25;5;19;0
CUR-0037820;Nutrición y salud emocional;21/04/2022;1/02/2022;No;No;191;58;salud mental, salud emocional, nutrición, alimentación;53750.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;430000.00;Psicología;Finalizado;14;15;30;16;30;1
CUR-0037821;Psicología de la alimentación;19/05/2022;1/03/2022;No;No;167;54;bienestar, psicología, alimentación, ciencias sociales, sociales,;53750.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;430000.00;Psicología;Finalizado;14;15;30;16;30;1
CUR-0037822;Evaluación financiera y económica de proyectos de inversión;15/03/2022;1/01/2022;No;No;226;22;Evaluación economica, financiera, inversión;33421.57;Actualización Profesional;ECONOMIA;Virtual;Finalizado;3409000.00;Economía;Finalizado;12;15;30;18;18;1
CUR-0037829;Alta dirección en política de tierras ordenamiento y gestión catastral;22/03/2022;1/01/2022;Si;No;226;13;Dirección política, Tierras. ordenamiento territorial, gestión catastral;68421.05;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;Finalizado;2600000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;11;25;30;22;22;1
